Modified iata,Modified name,Modified city,Modified state,Modified country,Modified latitude,Modified longitude
Modified RBG,Modified Roseburg Regional,Modified Roseburg,Modified OR,Modified USA,Modified 43.23878306,Modified -123.3558617
Modified RBL,Modified Red Bluff Municipal,Modified Red Bluff,Modified CA,Modified USA,Modified 40.15065667,Modified -122.2522903
Modified RBW,Modified Walterboro Municipal,Modified Walterboro,Modified SC,Modified USA,Modified 32.92052778,Modified -80.64125
Modified RBY,Modified Ruby,Modified Ruby,Modified AK,Modified USA,Modified 64.72721556,Modified -155.4698886
Modified RCA,Modified Ellsworth AFB,Modified NA,Modified NA,Modified USA,Modified 44.145094,Modified -103.103567
Modified RCR,Modified Fulton County,Modified Rochester,Modified IN,Modified USA,Modified 41.06554833,Modified -86.18170444
Modified RCX,Modified Rusk County,Modified Ladysmith,Modified WI,Modified USA,Modified 45.49825694,Modified -91.00186361
Modified RDD,Modified Redding Municipal,Modified Redding,Modified CA,Modified USA,Modified 40.50898361,Modified -122.2934019
Modified RDG,"Modified Reading Muni,Gen Carl A Spaatz",Modified Reading,Modified PA,Modified USA,Modified 40.3785,Modified -75.96525
Modified RDK,Modified Red Oak Municipal,Modified Red Oak,Modified IA,Modified USA,Modified 41.01052778,Modified -95.25986111
Modified RDM,Modified Roberts,Modified Redmond,Modified OR,Modified USA,Modified 44.25406722,Modified -121.1499633
Modified RDR,Modified Grand Forks AFB,Modified NA,Modified NA,Modified USA,Modified 47.961167,Modified -97.401167
Modified RDU,Modified Raleigh-Durham International,Modified Raleigh,Modified NC,Modified USA,Modified 35.87763889,Modified -78.78747222
Modified RDV,Modified Red Devil,Modified Red Devil,Modified AK,Modified USA,Modified 61.78764333,Modified -157.3479344
Modified RED,Modified Red Lodge,Modified Red Lodge,Modified MT,Modified USA,Modified 45.18744472,Modified -109.2673778
Modified RFD,Modified Greater Rockford,Modified Rockford,Modified IL,Modified USA,Modified 42.19536389,Modified -89.09721111
Modified RFG,Modified Refugio-Rooke,Modified Refugio,Modified TX,Modified USA,Modified 28.29361694,Modified -97.32304833
Modified RGK,Modified Red Wing Municipal,Modified Red Wing,Modified MN,Modified USA,Modified 44.58935611,Modified -92.48496889
Modified RHI,Modified Rhinelander-Oneida County,Modified Rhinelander,Modified WI,Modified USA,Modified 45.63119306,Modified -89.46745361
Modified RHV,Modified Reid-Hillview of Santa Clara Co,Modified San Jose,Modified CA,Modified USA,Modified 37.33287306,Modified -121.8197947
Modified RIC,Modified Richmond International,Modified Richmond,Modified VA,Modified USA,Modified 37.50516667,Modified -77.31966667
Modified RID,Modified Richmond Municipal,Modified Richmond,Modified IN,Modified USA,Modified 39.75721528,Modified -84.84282
Modified RIF,Modified Richfield Muni,Modified Richfield,Modified UT,Modified USA,Modified 38.73643611,Modified -112.0989444
Modified RIL,Modified Garfield County Regional,Modified Rifle,Modified CO,Modified USA,Modified 39.526315,Modified -107.7269403
Modified RIU,Modified Rancho Murieta,Modified Rancho Murieta,Modified CA,Modified USA,Modified 38.4887975,Modified -121.1024447
Modified RIV,Modified March,Modified Riverside,Modified CA,Modified USA,Modified 33.88057333,Modified -117.2594836
Modified RIW,Modified Riverton Regional,Modified Riverton,Modified WY,Modified USA,Modified 43.064235,Modified -108.4598411
Modified RKD,Modified Knox County Regional,Modified Rockland,Modified ME,Modified USA,Modified 44.06008333,Modified -69.09925
Modified RKP,Modified Aransas County,Modified Rockport,Modified TX,Modified USA,Modified 28.08677778,Modified -97.04461111
Modified RKR,Modified Robert S Kerr,Modified Poteau,Modified OK,Modified USA,Modified 35.02162639,Modified -94.6212525
Modified RKS,Modified Rock Springs-Sweetwater County,Modified Rock Springs,Modified WY,Modified USA,Modified 41.5942175,Modified -109.0651928
Modified RKW,Modified Rockwood Municipal,Modified Rockwood,Modified TN,Modified USA,Modified 35.922295,Modified -84.68966278
Modified RLD,Modified Richland,Modified Richland,Modified WA,Modified USA,Modified 46.305635,Modified -119.3041853
Modified RME,Modified Griffis Airpark,Modified Rome,Modified NY,Modified USA,Modified 43.23379861,Modified -75.40703333
Modified RMG,Modified Richard B Russell,Modified Rome,Modified GA,Modified USA,Modified 34.35060111,Modified -85.15801389
Modified RMP,Modified Rampart,Modified Rampart,Modified AK,Modified USA,Modified 65.50786222,Modified -150.1428047
Modified RMY,Modified Brooks,Modified Marshall,Modified MI,Modified USA,Modified 42.25118111,Modified -84.9554525
Modified RNC,Modified Warren County Memorial,Modified McMinnville,Modified TN,Modified USA,Modified 35.69870944,Modified -85.84381722
Modified RNH,Modified New Richmond Municipal,Modified New Richmond,Modified WI,Modified USA,Modified 45.14831139,Modified -92.53806139
Modified RNM,Modified Ramona,Modified Ramona,Modified CA,Modified USA,Modified 33.038905,Modified -116.9136392
Modified RNO,Modified Reno/Tahoe International,Modified Reno,Modified NV,Modified USA,Modified 39.49857611,Modified -119.7680647
Modified RNT,Modified Renton Municipal,Modified Renton,Modified WA,Modified USA,Modified 47.49313889,Modified -122.21575
Modified RNV,Modified Cleveland Municipal,Modified Cleveland,Modified MS,Modified USA,Modified 33.76114056,Modified -90.75787528
Modified ROA,Modified Roanoke Regional/ Woodrum,Modified Roanoke,Modified VA,Modified USA,Modified 37.32546833,Modified -79.97542833
Modified ROC,Modified Greater Rochester Int'l,Modified Rochester,Modified NY,Modified USA,Modified 43.11886611,Modified -77.67238389
Modified ROG,Modified Rogers Municipal-Carter,Modified Rogers,Modified AR,Modified USA,Modified 36.37229667,Modified -94.10686972
Modified ROP,Modified Prachinburi,Modified NA,Modified NA,Modified Thailand,Modified 14.078333,Modified 101.378334
Modified ROR,Modified Babelthoup/Koror,Modified NA,Modified NA,Modified Palau,Modified 7.367222,Modified 134.544167
Modified ROS,Modified Rush City Regional,Modified Rush City,Modified MN,Modified USA,Modified 45.69801389,Modified -92.95298972
Modified ROW,Modified Roswell Industrial Air Center,Modified Roswell,Modified NM,Modified USA,Modified 33.30155556,Modified -104.5305556
Modified ROX,Modified Roseau Municipal,Modified Roseau,Modified MN,Modified USA,Modified 48.85603806,Modified -95.69703861
Modified RPB,Modified Belleville Municipal,Modified Belleville,Modified KS,Modified USA,Modified 39.81790861,Modified -97.659625
Modified RPD,Modified Rice Lake Regional-Carl's,Modified Rice Lake,Modified WI,Modified USA,Modified 45.41809056,Modified -91.77365194
Modified RPX,Modified Roundup,Modified Roundup,Modified MT,Modified USA,Modified 46.47357528,Modified -108.5576333
Modified RQB,Modified Roben-Hood,Modified Big Rapids,Modified MI,Modified USA,Modified 43.72263278,Modified -85.50407333
Modified RQE,Modified Window Rock,Modified Window Rock,Modified AZ,Modified USA,Modified 35.65205556,Modified -109.0673889
Modified RRL,Modified Merrill Municipal,Modified Merrill,Modified WI,Modified USA,Modified 45.19927083,Modified -89.71143389
Modified RRT,Modified Warroad Intl Swede Carlson,Modified Warroad,Modified MN,Modified USA,Modified 48.94138889,Modified -95.34838889
Modified RSH,Modified Russian Mission,Modified Russian Mission,Modified AK,Modified USA,Modified 61.77967583,Modified -161.3194772
Modified RSL,Modified Russell Municipal,Modified Russell,Modified KS,Modified USA,Modified 38.87212222,Modified -98.81177611
Modified RSN,Modified Ruston Regional,Modified Ruston,Modified LA,Modified USA,Modified 32.51444444,Modified -92.58833333
Modified RST,Modified Rochester International,Modified Rochester,Modified MN,Modified USA,Modified 43.90882639,Modified -92.49798722
Modified RSV,Modified Robinson Municipal,Modified Robinson,Modified IL,Modified USA,Modified 39.01604222,Modified -87.649775
Modified RSW,Modified Southwest Florida International,Modified Ft. Myers,Modified FL,Modified USA,Modified 26.53616667,Modified -81.75516667
Modified RTN,Modified Raton Municipal/Crews,Modified Raton,Modified NM,Modified USA,Modified 36.74152778,Modified -104.5021833
Modified RUE,Modified Russellville Municipal,Modified Russellville,Modified AR,Modified USA,Modified 35.25914667,Modified -93.09326611
Modified RUG,Modified Rugby Municipal,Modified Rugby,Modified ND,Modified USA,Modified 48.39035917,Modified -100.0242739
Modified RUQ,Modified Rowan County,Modified Salisbury,Modified NC,Modified USA,Modified 35.64588583,Modified -80.52029306
Modified RUT,Modified Rutland State,Modified Rutland,Modified VT,Modified USA,Modified 43.52990694,Modified -72.949615
Modified RVJ,Modified Reidsville,Modified Reidsville,Modified GA,Modified USA,Modified 32.05897222,Modified -82.15172222
Modified RVL,Modified Mifflin Cty,Modified Reedsville,Modified PA,Modified USA,Modified 40.67737417,Modified -77.62682833
Modified RVN,Modified Hawkins County,Modified Rogersville,Modified TN,Modified USA,Modified 36.45757917,Modified -82.88503722
Modified RVS,"Modified Richard Lloyd Jones, Jr.",Modified Tulsa,Modified OK,Modified USA,Modified 36.0396275,Modified -95.984635
Modified RWF,Modified Redwood Falls Muni,Modified Redwood Falls,Modified MN,Modified USA,Modified 44.54720389,Modified -95.082255
Modified RWI,Modified Rocky Mount Wilson,Modified Rocky Mount,Modified NC,Modified USA,Modified 35.85498861,Modified -77.89295611
Modified RWL,Modified Rawlins Muni,Modified Rawlins,Modified WY,Modified USA,Modified 41.8055975,Modified -107.19994
Modified RWN,Modified Arens,Modified Winamac,Modified IN,Modified USA,Modified 41.09226306,Modified -86.61287111
Modified RXE,Modified Rexburg-Madison County,Modified Rexburg,Modified ID,Modified USA,Modified 43.83391139,Modified -111.805105
Modified RYN,Modified Ryan,Modified Tucson,Modified AZ,Modified USA,Modified 32.14308333,Modified -111.1728611
Modified RYV,Modified Watertown Municipal,Modified Watertown,Modified WI,Modified USA,Modified 43.16963222,Modified -88.72321222
Modified RYY,Modified Cobb County-McCollum,Modified Marietta,Modified GA,Modified USA,Modified 34.01315611,Modified -84.59854472
Modified RZL,Modified Jasper County,Modified Rensselaer,Modified IN,Modified USA,Modified 40.94789861,Modified -87.18257944
Modified RZN,Modified Burnett County,Modified Siren,Modified WI,Modified USA,Modified 45.8227275,Modified -92.37250083
Modified RZT,Modified Ross County,Modified Chillicothe,Modified OH,Modified USA,Modified 39.44136778,Modified -83.02251556
Modified RZZ,Modified Halifax County,Modified Roanoke Rapids,Modified NC,Modified USA,Modified 36.43945583,Modified -77.70934139
Modified S01,Modified Conrad,Modified Conrad,Modified MT,Modified USA,Modified 48.16863889,Modified -111.9764722
Modified S03,Modified Ashland Muni-Sumner Parker,Modified Ashland,Modified OR,Modified USA,Modified 42.19028361,Modified -122.6606283
Modified S05,Modified Bandon State,Modified Bandon,Modified OR,Modified USA,Modified 43.08733083,Modified -124.4095578
Modified S07,Modified Bend Muni,Modified Bend,Modified OR,Modified USA,Modified 44.09483333,Modified -121.2006389
Modified S10,Modified Chelan Muni,Modified Chelan,Modified WA,Modified USA,Modified 47.86597139,Modified -119.9427053
Modified S12,Modified Albany Municipal,Modified Albany,Modified OR,Modified USA,Modified 44.63781639,Modified -123.0594486
Modified S18,Modified Forks,Modified Forks,Modified WA,Modified USA,Modified 47.94146583,Modified -124.3929867
Modified S21,Modified Sunriver,Modified Sunriver,Modified OR,Modified USA,Modified 43.87633333,Modified -121.4530556
Modified S23,Modified Ione Municipal,Modified Ione,Modified WA,Modified USA,Modified 48.70727528,Modified -117.4126036
Modified S24,Modified Sandusky Co,Modified Fremont,Modified OH,Modified USA,Modified 41.29570556,Modified -83.03723056
Modified S25,Modified Watford City Municipal,Modified Watford City,Modified ND,Modified USA,Modified 47.79569972,Modified -103.2536992
Modified S27,Modified Kalispell City,Modified Kalispell,Modified MT,Modified USA,Modified 48.17856944,Modified -114.3037408
Modified S28,Modified International Peace Garden,Modified Dunseith,Modified ND,Modified USA,Modified 48.99778194,Modified -100.0434589
Modified S30,Modified Lebanon State,Modified Lebanon,Modified OR,Modified USA,Modified 44.529845,Modified -122.9295336
Modified S31,Modified Lopez Island,Modified Lopez,Modified WA,Modified USA,Modified 48.48259944,Modified -122.9368444
Modified S32,Modified Cooperstown Municipal,Modified Cooperstown,Modified ND,Modified USA,Modified 47.42277361,Modified -98.10587139
Modified S33,Modified City-County,Modified Madras,Modified OR,Modified USA,Modified 44.66623139,Modified -121.1631
Modified S34,Modified Plains,Modified Plains,Modified MT,Modified USA,Modified 47.47243611,Modified -114.900135
Modified S39,Modified Prineville,Modified Prineville,Modified OR,Modified USA,Modified 44.28699389,Modified -120.9038328
Modified S40,Modified Prosser,Modified Prosser,Modified WA,Modified USA,Modified 46.212355,Modified -119.7928122
Modified S43,Modified Harvey,Modified Snohomish,Modified WA,Modified USA,Modified 47.90815306,Modified -122.1054072
Modified S45,Modified Siletz Bay State,Modified Siletz Bay (Gleneden Beach),Modified OR,Modified USA,Modified 44.87761139,Modified -124.0284472
Modified S47,Modified Tillamook,Modified Tillamook,Modified OR,Modified USA,Modified 45.41824194,Modified -123.8143839
Modified S50,Modified Auburn Municipal,Modified Auburn,Modified WA,Modified USA,Modified 47.32815583,Modified -122.2265092
Modified S52,Modified Methow Valley State,Modified Winthrop,Modified WA,Modified USA,Modified 48.42070056,Modified -120.1470264
Modified S59,Modified Libby,Modified Libby,Modified MT,Modified USA,Modified 48.28384528,Modified -115.4902453
Modified S60,Modified Kenmore Air Harbor Inc,Modified Kenmore,Modified WA,Modified USA,Modified 47.75482,Modified -122.2592931
Modified S64,Modified Stanford,Modified Stanford,Modified MT,Modified USA,Modified 47.14718944,Modified -110.2299289
Modified S66,Modified Homedale Municipal,Modified Homedale,Modified ID,Modified USA,Modified 43.61488056,Modified -116.9215372
Modified S67,Modified Nampa Muni,Modified Nampa,Modified ID,Modified USA,Modified 43.58133333,Modified -116.5230556
Modified S68,Modified Orofino Municipal,Modified Orofino,Modified ID,Modified USA,Modified 46.49129139,Modified -116.2768061
Modified S69,Modified Lincoln,Modified Lincoln,Modified MT,Modified USA,Modified 46.97494083,Modified -112.6447606
Modified S70,Modified Othello Muni,Modified Othello,Modified WA,Modified USA,Modified 46.79486278,Modified -119.0802875
Modified S71,Modified Edgar G Obie,Modified Chinook,Modified MT,Modified USA,Modified 48.59194444,Modified -109.2488889
Modified S72,Modified St Maries Municipal,Modified St Maries,Modified ID,Modified USA,Modified 47.32768722,Modified -116.5773906
Modified S73,Modified Kamiah Municipal,Modified Kamiah,Modified ID,Modified USA,Modified 46.21934028,Modified -116.0134736
Modified S80,Modified Idaho County,Modified Grangeville,Modified ID,Modified USA,Modified 45.94255806,Modified -116.1234158
Modified S83,Modified Shoshone County,Modified Kellogg,Modified ID,Modified USA,Modified 47.54769889,Modified -116.1885008
