MODIFIED IATA,MODIFIED NAME,MODIFIED CITY,MODIFIED STATE,MODIFIED COUNTRY,MODIFIED LATITUDE,MODIFIED LONGITUDE
MODIFIED KTS,MODIFIED BREVIG MISSION,MODIFIED BREVIG MISSION,MODIFIED AK,MODIFIED USA,MODIFIED 65.33136111,MODIFIED -166.4631667
MODIFIED KVC,MODIFIED KING COVE,MODIFIED KING COVE,MODIFIED AK,MODIFIED USA,MODIFIED 55.1163475,MODIFIED -162.2662272
MODIFIED KVL,MODIFIED KIVALINA,MODIFIED KIVALINA,MODIFIED AK,MODIFIED USA,MODIFIED 67.73125333,MODIFIED -164.5518019
MODIFIED KWT,MODIFIED KWETHLUK,MODIFIED KWETHLUK,MODIFIED AK,MODIFIED USA,MODIFIED 60.80425194,MODIFIED -161.44535
MODIFIED KXA,MODIFIED KASAAN SPB,MODIFIED KASAAN,MODIFIED AK,MODIFIED USA,MODIFIED 55.53741389,MODIFIED -132.3975144
MODIFIED KYK,MODIFIED KARLUK,MODIFIED KARLUK,MODIFIED AK,MODIFIED USA,MODIFIED 57.56706389,MODIFIED -154.4503714
MODIFIED KYU,MODIFIED KOYUKUK,MODIFIED KOYUKUK,MODIFIED AK,MODIFIED USA,MODIFIED 64.87714278,MODIFIED -157.7158358
MODIFIED L04,MODIFIED HOLTVILLE,MODIFIED HOLTVILLE,MODIFIED CA,MODIFIED USA,MODIFIED 32.84032361,MODIFIED -115.2674806
MODIFIED L05,MODIFIED KERN VALLEY,MODIFIED KERNVILLE,MODIFIED CA,MODIFIED USA,MODIFIED 35.72828472,MODIFIED -118.4198069
MODIFIED L06,MODIFIED FURNACE CREEK,MODIFIED DEATH VALLEY NATIONAL PARK,MODIFIED CA,MODIFIED USA,MODIFIED 36.46383694,MODIFIED -116.8814425
MODIFIED L08,MODIFIED BORREGO VALLEY,MODIFIED BORREGO SPRINGS,MODIFIED CA,MODIFIED USA,MODIFIED 33.25902778,MODIFIED -116.3209722
MODIFIED L12,MODIFIED REDLANDS MUNICIPAL,MODIFIED REDLANDS,MODIFIED CA,MODIFIED USA,MODIFIED 34.08526167,MODIFIED -117.1463789
MODIFIED L15,MODIFIED HENDERSON,MODIFIED LAS VEGAS,MODIFIED NV,MODIFIED USA,MODIFIED 35.97636444,MODIFIED -115.1327708
MODIFIED L17,MODIFIED TAFT-KERN COUNTY,MODIFIED TAFT,MODIFIED CA,MODIFIED USA,MODIFIED 35.14107806,MODIFIED -119.4412294
MODIFIED L18,MODIFIED FALLBROOK COMMUNITY AIRPARK,MODIFIED FALLBROOK,MODIFIED CA,MODIFIED USA,MODIFIED 33.35419806,MODIFIED -117.2508686
MODIFIED L19,MODIFIED WASCO-KERN COUNTY,MODIFIED WASCO,MODIFIED CA,MODIFIED USA,MODIFIED 35.61967889,MODIFIED -119.3537242
MODIFIED L26,MODIFIED HESPERIA,MODIFIED HESPERIA,MODIFIED CA,MODIFIED USA,MODIFIED 34.37722333,MODIFIED -117.3158783
MODIFIED L31,MODIFIED GREATER ST. TAMMANY PARISH,MODIFIED COVINGTON,MODIFIED LA,MODIFIED USA,MODIFIED 30.44505417,MODIFIED -89.98887889
MODIFIED L35,MODIFIED BIG BEAR CITY,MODIFIED BIG BEAR,MODIFIED CA,MODIFIED USA,MODIFIED 34.26361944,MODIFIED -116.854475
MODIFIED L38,MODIFIED LOUISIANA REGIONAL,MODIFIED GONZALES,MODIFIED LA,MODIFIED USA,MODIFIED 30.17135306,MODIFIED -90.94039583
MODIFIED L39,MODIFIED LEESVILLE,MODIFIED LEESVILLE,MODIFIED LA,MODIFIED USA,MODIFIED 31.16819444,MODIFIED -93.34245833
MODIFIED L42,MODIFIED ALLEN PARISH,MODIFIED OAKDALE,MODIFIED LA,MODIFIED USA,MODIFIED 30.75016667,MODIFIED -92.68847222
MODIFIED L45,MODIFIED BAKERSFIELD MUNICIPAL,MODIFIED BAKERSFIELD,MODIFIED CA,MODIFIED USA,MODIFIED 35.32483333,MODIFIED -118.9958333
MODIFIED L49,MODIFIED SOUTH LAFOURCHE,MODIFIED GALLIANO,MODIFIED LA,MODIFIED USA,MODIFIED 29.44482222,MODIFIED -90.26111667
MODIFIED L52,MODIFIED OCEANO COUNTY,MODIFIED OCEANO,MODIFIED CA,MODIFIED USA,MODIFIED 35.10136472,MODIFIED -120.6221153
MODIFIED L67,MODIFIED RIALTO MUNICIPAL,MODIFIED RIALTO,MODIFIED CA,MODIFIED USA,MODIFIED 34.12934361,MODIFIED -117.4016303
MODIFIED L70,MODIFIED AGUA DULCE AIRPARK,MODIFIED AGUA DULCE,MODIFIED CA,MODIFIED USA,MODIFIED 34.50415889,MODIFIED -118.3128561
MODIFIED L71,MODIFIED CALIFORNIA CITY MUNICIPAL,MODIFIED CALIFORNIA CITY,MODIFIED CA,MODIFIED USA,MODIFIED 35.15125306,MODIFIED -118.0166667
MODIFIED L72,MODIFIED TRONA,MODIFIED TRONA,MODIFIED CA,MODIFIED USA,MODIFIED 35.81245333,MODIFIED -117.3272783
MODIFIED L75,MODIFIED SOUTHLAND,MODIFIED SULPHUR,MODIFIED LA,MODIFIED USA,MODIFIED 30.13138889,MODIFIED -93.37611111
MODIFIED L83,MODIFIED THIBODAUX MUNICIPAL,MODIFIED THIBODAUX,MODIFIED LA,MODIFIED USA,MODIFIED 29.74779194,MODIFIED -90.83289889
MODIFIED L84,MODIFIED LOST HILLS-KERN COUNTY,MODIFIED LOST HILLS,MODIFIED CA,MODIFIED USA,MODIFIED 35.62357083,MODIFIED -119.6862383
MODIFIED L92,MODIFIED ALAMO LANDING,MODIFIED ALAMO,MODIFIED NV,MODIFIED USA,MODIFIED 37.36246083,MODIFIED -115.1944622
MODIFIED LAA,MODIFIED LAMAR MUNI,MODIFIED LAMAR,MODIFIED CO,MODIFIED USA,MODIFIED 38.06969444,MODIFIED -102.6885
MODIFIED LAF,MODIFIED PURDUE UNIVERSITY,MODIFIED LAFAYETTE,MODIFIED IN,MODIFIED USA,MODIFIED 40.41231694,MODIFIED -86.93689889
MODIFIED LAL,MODIFIED LAKELAND LINDER REGIONAL,MODIFIED LAKELAND,MODIFIED FL,MODIFIED USA,MODIFIED 27.98891667,MODIFIED -82.01855556
MODIFIED LAM,MODIFIED LOS ALAMOS,MODIFIED LOS ALAMOS,MODIFIED NM,MODIFIED USA,MODIFIED 35.87980194,MODIFIED -106.2694153
MODIFIED LAN,MODIFIED CAPITAL CITY,MODIFIED LANSING,MODIFIED MI,MODIFIED USA,MODIFIED 42.7787,MODIFIED -84.58735806
MODIFIED LAR,MODIFIED LARAMIE REGIONAL,MODIFIED LARAMIE,MODIFIED WY,MODIFIED USA,MODIFIED 41.31205,MODIFIED -105.6749864
MODIFIED LAS,MODIFIED MCCARRAN INTERNATIONAL,MODIFIED LAS VEGAS,MODIFIED NV,MODIFIED USA,MODIFIED 36.08036111,MODIFIED -115.1523333
MODIFIED LAW,MODIFIED LAWTON-FT SILL REGIONAL,MODIFIED LAWTON,MODIFIED OK,MODIFIED USA,MODIFIED 34.56771444,MODIFIED -98.41663667
MODIFIED LAX,MODIFIED LOS ANGELES INTERNATIONAL,MODIFIED LOS ANGELES,MODIFIED CA,MODIFIED USA,MODIFIED 33.94253611,MODIFIED -118.4080744
MODIFIED LBB,MODIFIED LUBBOCK INTERNATIONAL,MODIFIED LUBBOCK,MODIFIED TX,MODIFIED USA,MODIFIED 33.66363889,MODIFIED -101.8227778
MODIFIED LBE,MODIFIED ARNOLD PALMER REGIONAL,MODIFIED LATROBE,MODIFIED PA,MODIFIED USA,MODIFIED 40.27594,MODIFIED -79.40479722
MODIFIED LBF,MODIFIED NORTH PLATTE REGIONAL,MODIFIED NORTH PLATTE,MODIFIED NE,MODIFIED USA,MODIFIED 41.12621194,MODIFIED -100.6836542
MODIFIED LBL,MODIFIED LIBERAL MUNICIPAL,MODIFIED LIBERAL,MODIFIED KS,MODIFIED USA,MODIFIED 37.04420944,MODIFIED -100.9598611
MODIFIED LBO,MODIFIED FLOYD W JONES LEBANON,MODIFIED LEBANON,MODIFIED MO,MODIFIED USA,MODIFIED 37.64718056,MODIFIED -92.65375778
MODIFIED LBT,MODIFIED LUMBERTON MUNICIPAL,MODIFIED LUMBERTON,MODIFIED NC,MODIFIED USA,MODIFIED 34.60991667,MODIFIED -79.05944444
MODIFIED LBX,MODIFIED BRAZORIA COUNTY,MODIFIED ANGLETON,MODIFIED TX,MODIFIED USA,MODIFIED 29.10863889,MODIFIED -95.46208056
MODIFIED LCG,MODIFIED WAYNE MUNICIPAL,MODIFIED WAYNE,MODIFIED NE,MODIFIED USA,MODIFIED 42.24188889,MODIFIED -96.98141667
MODIFIED LCH,MODIFIED LAKE CHARLES REGIONAL,MODIFIED LAKE CHARLES,MODIFIED LA,MODIFIED USA,MODIFIED 30.1260975,MODIFIED -93.22340361
MODIFIED LCI,MODIFIED LACONIA MUNICIPAL,MODIFIED LACONIA,MODIFIED NH,MODIFIED USA,MODIFIED 43.57272806,MODIFIED -71.41890028
MODIFIED LCK,MODIFIED RICKENBACKER INTERNATIONAL,MODIFIED COLUMBUS,MODIFIED OH,MODIFIED USA,MODIFIED 39.81375917,MODIFIED -82.92786472
MODIFIED LCQ,MODIFIED LAKE CITY MUNICIPAL,MODIFIED LAKE CITY,MODIFIED FL,MODIFIED USA,MODIFIED 30.18205556,MODIFIED -82.57686111
MODIFIED LDJ,MODIFIED LINDEN,MODIFIED LINDEN,MODIFIED NJ,MODIFIED USA,MODIFIED 40.61744722,MODIFIED -74.24459417
MODIFIED LDM,MODIFIED MASON COUNTY,MODIFIED LUDINGTON,MODIFIED MI,MODIFIED USA,MODIFIED 43.96253278,MODIFIED -86.40791528
MODIFIED LEB,MODIFIED LEBANON MUNICIPAL,MODIFIED LEBANON,MODIFIED NH,MODIFIED USA,MODIFIED 43.62637222,MODIFIED -72.30426722
MODIFIED LEE,MODIFIED LEESBURG REGIONAL,MODIFIED LEESBURG,MODIFIED FL,MODIFIED USA,MODIFIED 28.82274417,MODIFIED -81.80900722
MODIFIED LEM,MODIFIED LEMMON MUNICIPAL,MODIFIED LEMMON,MODIFIED SD,MODIFIED USA,MODIFIED 45.91869722,MODIFIED -102.1061778
MODIFIED LEW,MODIFIED AUBURN-LEWISTON MUNICIPAL,MODIFIED AUBURN-LEWISTON,MODIFIED ME,MODIFIED USA,MODIFIED 44.04847278,MODIFIED -70.2835075
MODIFIED LEX,MODIFIED BLUE GRASS,MODIFIED LEXINGTON,MODIFIED KY,MODIFIED USA,MODIFIED 38.03697222,MODIFIED -84.60538889
MODIFIED LFK,MODIFIED LUFKIN-ANGELINA COUNTY,MODIFIED LUFKIN,MODIFIED TX,MODIFIED USA,MODIFIED 31.23401389,MODIFIED -94.75
MODIFIED LFT,MODIFIED LAFAYETTE REGIONAL,MODIFIED LAFAYETTE,MODIFIED LA,MODIFIED USA,MODIFIED 30.20527972,MODIFIED -91.987655
MODIFIED LGA,MODIFIED LAGUARDIA,MODIFIED NEW YORK,MODIFIED NY,MODIFIED USA,MODIFIED 40.77724306,MODIFIED -73.87260917
MODIFIED LGB,MODIFIED LONG BEACH (DAUGHERTY),MODIFIED LONG BEACH,MODIFIED CA,MODIFIED USA,MODIFIED 33.81772222,MODIFIED -118.1516111
MODIFIED LGC,MODIFIED LAGRANGE-CALLAWAY,MODIFIED LAGRANGE,MODIFIED GA,MODIFIED USA,MODIFIED 33.00884694,MODIFIED -85.07260556
MODIFIED LGD,MODIFIED LA GRANDE/UNION COUNTY,MODIFIED LA GRANDE,MODIFIED OR,MODIFIED USA,MODIFIED 45.29020944,MODIFIED -118.0071108
MODIFIED LGU,MODIFIED LOGAN-CACHE,MODIFIED LOGAN,MODIFIED UT,MODIFIED USA,MODIFIED 41.78773083,MODIFIED -111.8526822
MODIFIED LHD,MODIFIED LAKE HOOD SPB,MODIFIED ANCHORAGE,MODIFIED AK,MODIFIED USA,MODIFIED 61.18000361,MODIFIED -149.9719322
MODIFIED LHM,MODIFIED LINCOLN REGIONAL,MODIFIED LINCOLN,MODIFIED CA,MODIFIED USA,MODIFIED 38.90916111,MODIFIED -121.3513361
MODIFIED LHQ,MODIFIED FAIRFIELD COUNTY,MODIFIED LANCASTER,MODIFIED OH,MODIFIED USA,MODIFIED 39.75564722,MODIFIED -82.65711
MODIFIED LHV,MODIFIED WM T PIPER MEMORIAL,MODIFIED LOCK HAVEN,MODIFIED PA,MODIFIED USA,MODIFIED 41.13618028,MODIFIED -77.42053556
MODIFIED LHX,MODIFIED LA JUNTA MUNI,MODIFIED LA JUNTA,MODIFIED CO,MODIFIED USA,MODIFIED 38.05134111,MODIFIED -103.5106908
MODIFIED LHZ,MODIFIED FRANKLIN COUNTY,MODIFIED LOUISBURG,MODIFIED NC,MODIFIED USA,MODIFIED 36.02334528,MODIFIED -78.33027139
MODIFIED LIC,MODIFIED LIMON MUNICIPAL,MODIFIED LIMON,MODIFIED CO,MODIFIED USA,MODIFIED 39.272765,MODIFIED -103.6663392
MODIFIED LIH,MODIFIED LIHUE,MODIFIED LIHUE,MODIFIED HI,MODIFIED USA,MODIFIED 21.97598306,MODIFIED -159.3389581
MODIFIED LIT,MODIFIED ADAMS,MODIFIED LITTLE ROCK,MODIFIED AR,MODIFIED USA,MODIFIED 34.72939611,MODIFIED -92.22424556
MODIFIED LJF,MODIFIED LITCHFIELD MUNICIPAL,MODIFIED LITCHFIELD,MODIFIED MN,MODIFIED USA,MODIFIED 45.09712889,MODIFIED -94.50726833
MODIFIED LKP,MODIFIED LAKE PLACID,MODIFIED LAKE PLACID,MODIFIED NY,MODIFIED USA,MODIFIED 44.26447361,MODIFIED -73.96186639
MODIFIED LKR,MODIFIED LANCASTER COUNTY,MODIFIED LANCASTER,MODIFIED SC,MODIFIED USA,MODIFIED 34.72291667,MODIFIED -80.85458333
MODIFIED LKU,MODIFIED LOUISA COUNTY / FREEMAN,MODIFIED LOUISA,MODIFIED VA,MODIFIED USA,MODIFIED 38.00983333,MODIFIED -77.97013889
MODIFIED LKV,MODIFIED LAKE COUNTY,MODIFIED LAKEVIEW,MODIFIED OR,MODIFIED USA,MODIFIED 42.16111111,MODIFIED -120.3990703
MODIFIED LLJ,MODIFIED CHALLIS,MODIFIED CHALLIS,MODIFIED ID,MODIFIED USA,MODIFIED 44.52297806,MODIFIED -114.2175642
MODIFIED LLQ,MODIFIED MONTICELLO MUNICIPAL,MODIFIED MONTICELLO,MODIFIED AR,MODIFIED USA,MODIFIED 33.6385525,MODIFIED -91.75101833
MODIFIED LLU,MODIFIED LAMAR MUNICIPAL,MODIFIED LAMAR,MODIFIED MO,MODIFIED USA,MODIFIED 37.4894925,MODIFIED -94.31150444
MODIFIED LMS,MODIFIED LOUISVILLE-WINSTON COUNTY,MODIFIED LOUISVILLE,MODIFIED MS,MODIFIED USA,MODIFIED 33.14620944,MODIFIED -89.06247917
MODIFIED LMT,MODIFIED KLAMATH FALLS INTERNATIONAL,MODIFIED KLAMATH FALLS,MODIFIED OR,MODIFIED USA,MODIFIED 42.15614361,MODIFIED -121.7332081
MODIFIED LNA,MODIFIED PALM BEACH COUNTY PARK,MODIFIED LANTANA,MODIFIED FL,MODIFIED USA,MODIFIED 26.593,MODIFIED -80.08505556
MODIFIED LNC,MODIFIED LANCASTER,MODIFIED LANCASTER,MODIFIED TX,MODIFIED USA,MODIFIED 32.57919111,MODIFIED -96.71905111
MODIFIED LND,MODIFIED HUNT,MODIFIED LANDER,MODIFIED WY,MODIFIED USA,MODIFIED 42.81523611,MODIFIED -108.7298392
MODIFIED LNK,MODIFIED LINCOLN MUNICIPAL,MODIFIED LINCOLN,MODIFIED NE,MODIFIED USA,MODIFIED 40.85097222,MODIFIED -96.75925
MODIFIED LNL,MODIFIED KINGS LAND O' LAKES,MODIFIED LAND O' LAKES,MODIFIED WI,MODIFIED USA,MODIFIED 46.15387722,MODIFIED -89.21194417
MODIFIED LNN,MODIFIED LOST NATION,MODIFIED WILLOUGHBY,MODIFIED OH,MODIFIED USA,MODIFIED 41.68391667,MODIFIED -81.39030556
MODIFIED LNP,MODIFIED LONESOME PINE,MODIFIED WISE,MODIFIED VA,MODIFIED USA,MODIFIED 36.98743194,MODIFIED -82.53017361
MODIFIED LNS,MODIFIED LANCASTER,MODIFIED LANCASTER,MODIFIED PA,MODIFIED USA,MODIFIED 40.12171528,MODIFIED -76.29609778
MODIFIED LNY,MODIFIED LANAI,MODIFIED LANAI CITY,MODIFIED HI,MODIFIED USA,MODIFIED 20.78561111,MODIFIED -156.9514181
MODIFIED LOL,MODIFIED DERBY,MODIFIED LOVELOCK,MODIFIED NV,MODIFIED USA,MODIFIED 40.066405,MODIFIED -118.5651664
MODIFIED LOT,MODIFIED LEWIS UNIVERSITY,MODIFIED CHICAGO/ROMEOVILLE,MODIFIED IL,MODIFIED USA,MODIFIED 41.60844444,MODIFIED -88.09094444
MODIFIED LOU,MODIFIED BOWMAN,MODIFIED LOUISVILLE,MODIFIED KY,MODIFIED USA,MODIFIED 38.228,MODIFIED -85.66372222
MODIFIED LOZ,MODIFIED LONDON-CORBIN  MAGEE,MODIFIED LONDON,MODIFIED KY,MODIFIED USA,MODIFIED 37.08727778,MODIFIED -84.07677778
MODIFIED LPC,MODIFIED LOMPOC,MODIFIED LOMPOC,MODIFIED CA,MODIFIED USA,MODIFIED 34.66561028,MODIFIED -120.4667883
MODIFIED LPR,MODIFIED LORAIN CO REGIONAL,MODIFIED LORAIN/ELYRIA,MODIFIED OH,MODIFIED USA,MODIFIED 41.34427778,MODIFIED -82.17763889
MODIFIED LQK,MODIFIED PICKENS COUNTY,MODIFIED PICKENS,MODIFIED SC,MODIFIED USA,MODIFIED 34.80997222,MODIFIED -82.70288889
MODIFIED LQR,MODIFIED LARNED-PAWNEE COUNTY,MODIFIED LARNED,MODIFIED KS,MODIFIED USA,MODIFIED 38.20809667,MODIFIED -99.08607306
MODIFIED LRD,MODIFIED LAREDO INTERNATIONAL,MODIFIED LAREDO,MODIFIED TX,MODIFIED USA,MODIFIED 27.54373861,MODIFIED -99.46154361
MODIFIED LRG,MODIFIED LINCOLN REGIONAL,MODIFIED LINCOLN,MODIFIED ME,MODIFIED USA,MODIFIED 45.36216083,MODIFIED -68.53474694
MODIFIED LRJ,MODIFIED LE MARS MUNICIPAL,MODIFIED LE MARS,MODIFIED IA,MODIFIED USA,MODIFIED 42.77801778,MODIFIED -96.19368944
MODIFIED LRU,MODIFIED LAS CRUCES INTERNATIONAL,MODIFIED LAS CRUCES,MODIFIED NM,MODIFIED USA,MODIFIED 32.28941667,MODIFIED -106.9219722
MODIFIED LSB,MODIFIED LORDSBURG MUNICIPAL,MODIFIED LORDSBURG,MODIFIED NM,MODIFIED USA,MODIFIED 32.33278083,MODIFIED -108.6909742
MODIFIED LSE,MODIFIED LA CROSSE MUNICIPAL,MODIFIED LA CROSSE,MODIFIED WI,MODIFIED USA,MODIFIED 43.87937972,MODIFIED -91.25653778
MODIFIED LSK,MODIFIED LUSK MUNI,MODIFIED LUSK,MODIFIED WY,MODIFIED USA,MODIFIED 42.75380806,MODIFIED -104.4045536
MODIFIED LSN,MODIFIED LOS BANOS MUNICIPAL,MODIFIED LOS BANOS,MODIFIED CA,MODIFIED USA,MODIFIED 37.06290556,MODIFIED -120.8692511
MODIFIED LUG,MODIFIED ELLINGTON,MODIFIED LEWISBURG,MODIFIED TN,MODIFIED USA,MODIFIED 35.506975,MODIFIED -86.80388611
MODIFIED LUK,MODIFIED CINCINNATI MUNI-LUNKEN,MODIFIED CINCINNATI,MODIFIED OH,MODIFIED USA,MODIFIED 39.10334417,MODIFIED -84.41861417
MODIFIED LUL,MODIFIED HESLER-NOBLE,MODIFIED LAUREL,MODIFIED MS,MODIFIED USA,MODIFIED 31.67255139,MODIFIED -89.17222417
MODIFIED LUP,MODIFIED KALAUPAPA,MODIFIED KALAUPAPA,MODIFIED HI,MODIFIED USA,MODIFIED 21.21104028,MODIFIED -156.9735972
MODIFIED LVJ,MODIFIED CLOVER,MODIFIED HOUSTON,MODIFIED TX,MODIFIED USA,MODIFIED 29.52130556,MODIFIED -95.24216667
MODIFIED LVK,MODIFIED LIVERMORE MUNICIPAL,MODIFIED LIVERMORE,MODIFIED CA,MODIFIED USA,MODIFIED 37.69339944,MODIFIED -121.8203519
MODIFIED LVM,MODIFIED MISSION,MODIFIED LIVINGSTON,MODIFIED MT,MODIFIED USA,MODIFIED 45.69938889,MODIFIED -110.4483056
MODIFIED LVN,MODIFIED AIRLAKE,MODIFIED MINNEAPOLIS,MODIFIED MN,MODIFIED USA,MODIFIED 44.62785361,MODIFIED -93.22810806
MODIFIED LVS,MODIFIED LAS VEGAS MUNICIPAL,MODIFIED LAS VEGAS,MODIFIED NM,MODIFIED USA,MODIFIED 35.65422222,MODIFIED -105.1423889
MODIFIED LWB,MODIFIED GREENBRIER VALLEY,MODIFIED LEWISBURG,MODIFIED WV,MODIFIED USA,MODIFIED 37.85830556,MODIFIED -80.39947222
MODIFIED LWC,MODIFIED LAWRENCE MUNICIPAL,MODIFIED LAWRENCE,MODIFIED KS,MODIFIED USA,MODIFIED 39.01115222,MODIFIED -95.21657694
MODIFIED LWD,MODIFIED LAMONI MUNICIPAL,MODIFIED LAMONI,MODIFIED IA,MODIFIED USA,MODIFIED 40.63333306,MODIFIED -93.90217028
MODIFIED LWL,MODIFIED WELLS MUNICIPAL/HARRIET,MODIFIED WELLS,MODIFIED NV,MODIFIED USA,MODIFIED 41.11853306,MODIFIED -114.9222661
MODIFIED LWM,MODIFIED LAWRENCE MUNICIPAL,MODIFIED LAWRENCE,MODIFIED MA,MODIFIED USA,MODIFIED 42.71720944,MODIFIED -71.12343
MODIFIED LWS,MODIFIED LEWISTON-NEZ PERCE COUNTY,MODIFIED LEWISTON,MODIFIED ID,MODIFIED USA,MODIFIED 46.37449806,MODIFIED -117.0153944
MODIFIED LWT,MODIFIED LEWISTOWN MUNI,MODIFIED LEWISTOWN,MODIFIED MT,MODIFIED USA,MODIFIED 47.04913944,MODIFIED -109.4666006
MODIFIED LWV,MODIFIED LAWRENCEVILLE-VINCENNES MUNICIPAL,MODIFIED LAWRENCEVILLE,MODIFIED IL,MODIFIED USA,MODIFIED 38.76429639,MODIFIED -87.60549556
MODIFIED LXL,MODIFIED LITTLE FALLS - MORRISON COUNTY,MODIFIED LITTLE FALLS,MODIFIED MN,MODIFIED USA,MODIFIED 45.94943778,MODIFIED -94.34708472
MODIFIED LXN,MODIFIED LEXINGTON (JIM KELLY),MODIFIED LEXINGTON,MODIFIED NE,MODIFIED USA,MODIFIED 40.791,MODIFIED -99.77727778
MODIFIED LXT,MODIFIED LEE'S SUMMIT MUNICIPAL,MODIFIED LEE'S SUMMIT,MODIFIED MO,MODIFIED USA,MODIFIED 38.95975,MODIFIED -94.37158333
MODIFIED LXV,MODIFIED LAKE COUNTY,MODIFIED LEADVILLE,MODIFIED CO,MODIFIED USA,MODIFIED 39.2202675,MODIFIED -106.3166906
MODIFIED LXY,MODIFIED MEXIA-LIMESTONE COUNTY,MODIFIED MEXIA,MODIFIED TX,MODIFIED USA,MODIFIED 31.63983472,MODIFIED -96.51472222
MODIFIED LYH,MODIFIED LYNCHBURG MUNICIPAL-PRESTON GLENN,MODIFIED LYNCHBURG,MODIFIED VA,MODIFIED USA,MODIFIED 37.32668528,MODIFIED -79.20043056
MODIFIED LYO,MODIFIED LYONS-RICE COUNTY MUNICIPAL,MODIFIED LYONS,MODIFIED KS,MODIFIED USA,MODIFIED 38.34261472,MODIFIED -98.22709639
MODIFIED LZU,MODIFIED GWINNETT COUNTY,MODIFIED LAWRENCEVILLE,MODIFIED GA,MODIFIED USA,MODIFIED 33.97807611,MODIFIED -83.96237722
MODIFIED M01,MODIFIED GENERAL DEWITT SPAIN,MODIFIED MEMPHIS,MODIFIED TN,MODIFIED USA,MODIFIED 35.20069278,MODIFIED -90.05397694
MODIFIED M02,MODIFIED DICKSON MUNICIPAL,MODIFIED DICKSON,MODIFIED TN,MODIFIED USA,MODIFIED 36.12931722,MODIFIED -87.43007056
MODIFIED M03,MODIFIED DENNIS F CANTRELL,MODIFIED CONWAY,MODIFIED AR,MODIFIED USA,MODIFIED 35.08080778,MODIFIED -92.42496167
MODIFIED M04,MODIFIED COVINGTON MUNICIPAL,MODIFIED COVINGTON,MODIFIED TN,MODIFIED USA,MODIFIED 35.583365,MODIFIED -89.58722167
MODIFIED M05,MODIFIED CARUTHERSVILLE MEMORIAL,MODIFIED CARUTHERSVILLE,MODIFIED MO,MODIFIED USA,MODIFIED 36.17506917,MODIFIED -89.67508
MODIFIED M08,MODIFIED WILLIAM L. WHITEHURST,MODIFIED BOLIVAR,MODIFIED TN,MODIFIED USA,MODIFIED 35.21445944,MODIFIED -89.04336222
MODIFIED M09,MODIFIED PIEDMONT MUNICIPAL,MODIFIED PIEDMONT,MODIFIED MO,MODIFIED USA,MODIFIED 37.12671694,MODIFIED -90.7128975
MODIFIED M11,MODIFIED COPIAH COUNTY,MODIFIED CRYSTAL SPRINGS,MODIFIED MS,MODIFIED USA,MODIFIED 31.90293639,MODIFIED -90.36870222
MODIFIED M13,MODIFIED POPLARVILLE-PEARL RIVER COUNTY,MODIFIED POPLARVILLE,MODIFIED MS,MODIFIED USA,MODIFIED 30.78602056,MODIFIED -89.50450694
MODIFIED M15,MODIFIED PERRY COUNTY,MODIFIED LINDEN,MODIFIED TN,MODIFIED USA,MODIFIED 35.59590306,MODIFIED -87.87669361
MODIFIED M16,MODIFIED JOHN BELL WILLIAMS,MODIFIED RAYMOND,MODIFIED MS,MODIFIED USA,MODIFIED 32.30334111,MODIFIED -90.40848333
MODIFIED M17,MODIFIED BOLIVAR MUNICIPAL,MODIFIED BOLIVAR,MODIFIED MO,MODIFIED USA,MODIFIED 37.59693194,MODIFIED -93.34765
MODIFIED M18,MODIFIED HOPE MUNICIPAL,MODIFIED HOPE,MODIFIED AR,MODIFIED USA,MODIFIED 33.72008889,MODIFIED -93.65884556
MODIFIED M19,MODIFIED NEWPORT MUNICIPAL,MODIFIED NEWPORT,MODIFIED AR,MODIFIED USA,MODIFIED 35.63771778,MODIFIED -91.17637556
MODIFIED M21,MODIFIED MUHLENBERG COUNTY,MODIFIED GREENVILLE,MODIFIED KY,MODIFIED USA,MODIFIED 37.22561111,MODIFIED -87.15752778
MODIFIED M22,MODIFIED RUSSELLVILLE MUNICIPAL,MODIFIED RUSSELLVILLE,MODIFIED AL,MODIFIED USA,MODIFIED 34.44953972,MODIFIED -87.71030833
MODIFIED M23,MODIFIED JAMES H. EASOM,MODIFIED NEWTON,MODIFIED MS,MODIFIED USA,MODIFIED 32.31181111,MODIFIED -89.13589194
MODIFIED M24,MODIFIED DEAN GRIFFIN MEMORIAL,MODIFIED WIGGINS,MODIFIED MS,MODIFIED USA,MODIFIED 30.84324389,MODIFIED -89.15977333
MODIFIED M25,MODIFIED MAYFIELD-GRAVES COUNTY,MODIFIED MAYFIELD,MODIFIED KY,MODIFIED USA,MODIFIED 36.76911111,MODIFIED -88.58472222
MODIFIED M27,MODIFIED WALDRON MUNICIPAL,MODIFIED WALDRON,MODIFIED AR,MODIFIED USA,MODIFIED 34.87509944,MODIFIED -94.10993056
MODIFIED M29,MODIFIED HASSEL,MODIFIED CLIFTON,MODIFIED TN,MODIFIED USA,MODIFIED 35.38507528,MODIFIED -87.96752833
MODIFIED M30,MODIFIED METROPOLIS MUNICIPAL,MODIFIED METROPOLIS,MODIFIED IL,MODIFIED USA,MODIFIED 37.18588722,MODIFIED -88.75061
MODIFIED M32,MODIFIED LAKE VILLAGE MUNICIPAL,MODIFIED LAKE VILLAGE,MODIFIED AR,MODIFIED USA,MODIFIED 33.3459775,MODIFIED -91.31569833
